country,Years,continent,lifeExp,pop,gdpPercap
Afghanistan,2000,South Asia,55.841,20779957,
Afghanistan,2005,South Asia,58.29,25654274,345.9258138
Afghanistan,2010,South Asia,61.028,29185511,526.1036756
Afghanistan,2015,South Asia,63.377,34413603,556.0072209
Afghanistan,2020,South Asia,65.173,38928341,529.7412103
Albania,2000,Europe & Central Asia,73.955,3089027,1960.881946
Albania,2005,Europe & Central Asia,75.228,3011487,2675.507936
Albania,2010,Europe & Central Asia,76.562,2913021,3577.113388
Albania,2015,Europe & Central Asia,78.025,2880703,3952.802538
Albania,2020,Europe & Central Asia,78.686,2837849,4389.89621
Algeria,2000,Middle East & North Africa,70.64,31042238,3111.176169
Algeria,2005,Middle East & North Africa,73.072,33149720,3752.096161
Algeria,2010,Middle East & North Africa,74.938,35977451,3918.48642
Algeria,2015,Middle East & North Africa,76.09,39728020,4177.889542
Algeria,2020,Middle East & North Africa,77.063,43851043,3834.438983
American Samoa,2000,East Asia & Pacific,,57816,
American Samoa,2005,East Asia & Pacific,,59557,12628.50766
American Samoa,2010,East Asia & Pacific,,56084,12256.34286
American Samoa,2015,East Asia & Pacific,,55806,12059.63516
American Samoa,2020,East Asia & Pacific,,55197,11839.0105
Andorra,2000,Europe & Central Asia,,65390,34267.58224
Andorra,2005,Europe & Central Asia,,78871,39782.92876
Andorra,2010,Europe & Central Asia,,84454,34667.17131
Andorra,2015,Europe & Central Asia,,77993,35770.7767
Andorra,2020,Europe & Central Asia,,77265,34288.53846
Angola,2000,Sub-Saharan Africa,46.522,16395477,2451.509826
Angola,2005,Sub-Saharan Africa,50.165,19433604,3220.078085
Angola,2010,Sub-Saharan Africa,55.35,23356247,3988.623646
Angola,2015,Sub-Saharan Africa,59.398,27884380,4166.979833
Angola,2020,Sub-Saharan Africa,61.487,32866268,3168.253873
Antigua and Barbuda,2000,Latin America & Caribbean,73.94,76007,14069.51484
Antigua and Barbuda,2005,Latin America & Caribbean,75.019,81462,15122.18561
Antigua and Barbuda,2010,Latin America & Caribbean,75.823,88030,13986.84089
Antigua and Barbuda,2015,Latin America & Caribbean,76.483,93571,14285.32978
Antigua and Barbuda,2020,Latin America & Caribbean,77.146,97928,13285.64474
Argentina,2000,Latin America & Caribbean,73.576,36870796,10730.60822
Argentina,2005,Latin America & Caribbean,74.451,38892924,11192.17958
Argentina,2010,Latin America & Caribbean,75.278,40788453,13551.33919
Argentina,2015,Latin America & Caribbean,76.068,43131966,13789.06042
Argentina,2020,Latin America & Caribbean,76.813,45376763,11344.40574
Armenia,2000,Europe & Central Asia,71.409,3069597,1289.884252
Armenia,2005,Europe & Central Asia,72.626,2981262,2364.175935
Armenia,2010,Europe & Central Asia,73.331,2877314,2958.838999
Armenia,2015,Europe & Central Asia,74.467,2925559,3607.289299
Armenia,2020,Europe & Central Asia,75.224,2963234,4021.046264
Aruba,2000,Latin America & Caribbean,73.787,90866,31245.72404
Aruba,2005,Latin America & Caribbean,74.287,100028,29670.28769
Aruba,2010,Latin America & Caribbean,75.017,101665,25857.49338
Aruba,2015,Latin America & Caribbean,75.725,104339,28396.90842
Aruba,2020,Latin America & Caribbean,76.434,106766,
Australia,2000,East Asia & Pacific,79.23414634,19153000,45558.75313
Australia,2005,East Asia & Pacific,80.84146342,20394800,50332.87484
Australia,2010,East Asia & Pacific,81.69512195,22031750,53542.83372
Australia,2015,East Asia & Pacific,82.4,23815995,56707.02208
Australia,2020,East Asia & Pacific,83.2,25693267,58029.51553
Austria,2000,Europe & Central Asia,78.12682927,8011566,38842.89052
Austria,2005,Europe & Central Asia,79.33170732,8227829,41281.27076
Austria,2010,Europe & Central Asia,80.58048781,8363404,43334.50896
Austria,2015,Europe & Central Asia,81.1902439,8642699,44195.81759
Austria,2020,Europe & Central Asia,81.19268293,8916864,43346.43185
Azerbaijan,2000,Europe & Central Asia,66.763,8048600,1480.756655
Azerbaijan,2005,Europe & Central Asia,68.747,8391850,2631.758979
Azerbaijan,2010,Europe & Central Asia,70.938,9054332,5215.020912
Azerbaijan,2015,Europe & Central Asia,72.266,9649341,5500.310382
Azerbaijan,2020,Europe & Central Asia,73.123,10093121,5083.381639
"Bahamas, The",2000,Latin America & Caribbean,71.914,298045,35782.80435
"Bahamas, The",2005,Latin America & Caribbean,71.987,324848,35637.79066
"Bahamas, The",2010,Latin America & Caribbean,72.144,354936,32238.12302
"Bahamas, The",2015,Latin America & Caribbean,73.088,374200,31776.05559
"Bahamas, The",2020,Latin America & Caribbean,74.053,393248,27209.46486
Bahrain,2000,Middle East & North Africa,74.44,664610,23243.59088
Bahrain,2005,Middle East & North Africa,75.326,889157,22343.53739
Bahrain,2010,Middle East & North Africa,76.057,1240864,20982.34048
Bahrain,2015,Middle East & North Africa,76.762,1371853,22634.08565
Bahrain,2020,Middle East & North Africa,77.419,1701583,19514.87488
Bangladesh,2000,South Asia,65.447,127657862,653.80864
Bangladesh,2005,South Asia,67.773,139035505,769.1359804
Bangladesh,2010,South Asia,69.881,147575433,972.9096877
Bangladesh,2015,South Asia,71.514,156256287,1248.45331
Bangladesh,2020,South Asia,72.868,164689383,1643.67331
Barbados,2000,Latin America & Caribbean,77.162,271511,16247.3897
Barbados,2005,Latin America & Caribbean,77.915,276320,16921.93545
Barbados,2010,Latin America & Caribbean,78.364,282131,16754.62856
Barbados,2015,Latin America & Caribbean,78.801,285327,16524.8995
Barbados,2020,Latin America & Caribbean,79.308,287371,13595.03441
Belarus,2000,Europe & Central Asia,68.91219512,9979610,2616.912993
Belarus,2005,Europe & Central Asia,68.85121951,9663915,3880.01437
Belarus,2010,Europe & Central Asia,70.40487805,9483836,5621.937175
Belarus,2015,Europe & Central Asia,73.62439024,9461076,5967.052204
Belarus,2020,Europe & Central Asia,74.22682927,9379952,6234.824328
Belgium,2000,Europe & Central Asia,77.72195122,10251250,35674.79125
Belgium,2005,Europe & Central Asia,78.98048781,10478617,38426.05191
Belgium,2010,Europe & Central Asia,80.18292683,10895586,39777.92528
Belgium,2015,Europe & Central Asia,80.99268293,11274196,41008.29672
Belgium,2020,Europe & Central Asia,80.79512195,11544241,40438.92073
Belize,2000,Latin America & Caribbean,68.847,247310,4278.016875
Belize,2005,Latin America & Caribbean,69.998,283798,4773.623885
Belize,2010,Latin America & Caribbean,72.057,322465,4728.773622
Belize,2015,Latin America & Caribbean,74.034,360926,4770.232656
Belize,2020,Latin America & Caribbean,74.754,397621,3968.491883
Benin,2000,Sub-Saharan Africa,55.391,6865946,905.8262695
Benin,2005,Sub-Saharan Africa,57.355,7982223,943.6293117
Benin,2010,Sub-Saharan Africa,59.318,9199254,988.6107855
Benin,2015,Sub-Saharan Africa,60.608,10575962,1076.796698
Benin,2020,Sub-Saharan Africa,62.077,12123198,1214.659587
Bermuda,2000,North America,77.88536585,61833,109001.586
Bermuda,2005,North America,78.68536585,64154,119396.4494
Bermuda,2010,North America,79.28853659,65124,115839.796
Bermuda,2015,North America,81.01219512,65237,102005.6256
Bermuda,2020,North America,82.05609756,63903,100411.8739
Bhutan,2000,South Asia,60.884,591014,1108.439825
Bhutan,2005,South Asia,65.289,648744,1489.211777
Bhutan,2010,South Asia,68.384,685502,2235.322677
Bhutan,2015,South Asia,70.419,727885,2752.630172
Bhutan,2020,South Asia,72.08,771612,2879.638619
Bolivia,2000,Latin America & Caribbean,62.452,8418270,2059.185276
Bolivia,2005,Latin America & Caribbean,65.312,9232301,2186.186676
Bolivia,2010,Latin America & Caribbean,68.007,10048597,2514.434823
Bolivia,2015,Latin America & Caribbean,70.277,10869732,3035.971655
Bolivia,2020,Latin America & Caribbean,71.771,11673029,2983.027049
Bosnia and Herzegovina,2000,Europe & Central Asia,74.403,3751176,2847.59239
Bosnia and Herzegovina,2005,Europe & Central Asia,75.198,3765332,3501.563492
Bosnia and Herzegovina,2010,Europe & Central Asia,76.031,3705478,4095.960731
Bosnia and Herzegovina,2015,Europe & Central Asia,76.865,3429362,4729.689959
Bosnia and Herzegovina,2020,Europe & Central Asia,77.545,3280815,5433.151358
Botswana,2000,Sub-Saharan Africa,50.629,1643333,4569.215196
Botswana,2005,Sub-Saharan Africa,52.13,1799077,4986.327986
Botswana,2010,Sub-Saharan Africa,60.211,1987106,5642.220049
Botswana,2015,Sub-Saharan Africa,67.338,2120716,6402.910183
Botswana,2020,Sub-Saharan Africa,69.793,2351625,6299.208725
Brazil,2000,Latin America & Caribbean,70.116,174790339,6787.668992
Brazil,2005,Latin America & Caribbean,71.896,186127108,7352.282586
Brazil,2010,Latin America & Caribbean,73.619,195713637,8702.255331
Brazil,2015,Latin America & Caribbean,74.994,204471759,8813.989806
Brazil,2020,Latin America & Caribbean,76.084,212559409,8228.78051
British Virgin Islands,2000,Latin America & Caribbean,,20313,
British Virgin Islands,2005,Latin America & Caribbean,,23106,
British Virgin Islands,2010,Latin America & Caribbean,,27796,
British Virgin Islands,2015,Latin America & Caribbean,,29148,
British Virgin Islands,2020,Latin America & Caribbean,,30237,
Brunei Darussalam,2000,East Asia & Pacific,72.809,333166,34063.61458
Brunei Darussalam,2005,East Asia & Pacific,74.006,365112,34441.12261
Brunei Darussalam,2010,East Asia & Pacific,74.74,388634,33437.12173
Brunei Darussalam,2015,East Asia & Pacific,75.318,414914,31164.03625
Brunei Darussalam,2020,East Asia & Pacific,75.998,437483,30696.87715
Bulgaria,2000,Europe & Central Asia,71.66341463,8170172,3717.677042
Bulgaria,2005,Europe & Central Asia,72.56097561,7658972,5230.983704
Bulgaria,2010,Europe & Central Asia,73.51219512,7395599,6427.810062
Bulgaria,2015,Europe & Central Asia,74.61463415,7177991,7074.681023
Bulgaria,2020,Europe & Central Asia,73.60731707,6934015,7920.91133
Burkina Faso,2000,Sub-Saharan Africa,50.489,11607951,440.028405
Burkina Faso,2005,Sub-Saharan Africa,53.31,13421935,518.1678672
Burkina Faso,2010,Sub-Saharan Africa,57.096,15605211,582.4157341
Burkina Faso,2015,Sub-Saharan Africa,59.919,18110616,653.3272681
Burkina Faso,2020,Sub-Saharan Africa,61.981,20903278,731.5220707
Burundi,2000,Sub-Saharan Africa,49.091,6378871,306.5844854
Burundi,2005,Sub-Saharan Africa,53.369,7364857,295.7371646
Burundi,2010,Sub-Saharan Africa,57.228,8675606,313.3118179
Burundi,2015,Sub-Saharan Africa,60.123,10160034,305.5496525
Burundi,2020,Sub-Saharan Africa,61.916,11890781,270.6914487
Cabo Verde,2000,Sub-Saharan Africa,68.583,428178,1974.088849
Cabo Verde,2005,Sub-Saharan Africa,70.424,463034,2410.773812
Cabo Verde,2010,Sub-Saharan Africa,71.062,492644,3010.722178
Cabo Verde,2015,Sub-Saharan Africa,72.117,524740,3043.031382
Cabo Verde,2020,Sub-Saharan Africa,73.166,555988,2935.321046
Cambodia,2000,East Asia & Pacific,58.432,12155241,486.5413328
Cambodia,2005,East Asia & Pacific,63.088,13273355,696.3394218
Cambodia,2010,East Asia & Pacific,66.56,14312205,892.1004421
Cambodia,2015,East Asia & Pacific,68.637,15521435,1162.904995
Cambodia,2020,East Asia & Pacific,70.054,16718971,1376.412027
Cameroon,2000,Sub-Saharan Africa,50.993,15513944,1106.653951
Cameroon,2005,Sub-Saharan Africa,52.76,17733408,1217.756953
Cameroon,2010,Sub-Saharan Africa,55.101,20341236,1248.180462
Cameroon,2015,Sub-Saharan Africa,57.583,23298376,1382.50979
Cameroon,2020,Sub-Saharan Africa,59.626,26545864,1419.676711
Canada,2000,North America,79.13658537,30685730,34121.60919
Canada,2005,North America,80.19268293,32243753,38573.19977
Canada,2010,North America,81.24634146,34004889,41155.32364
Canada,2015,North America,81.9,35702908,43596.13554
Canada,2020,North America,81.74878049,38037204,42258.69102
Cayman Islands,2000,Latin America & Caribbean,,42305,
Cayman Islands,2005,Latin America & Caribbean,,49261,
Cayman Islands,2010,Latin America & Caribbean,82.1902439,56672,75877.16834
Cayman Islands,2015,Latin America & Caribbean,,61721,76284.19393
Cayman Islands,2020,Latin America & Caribbean,,65720,76998.81945
Central African Republic,2000,Sub-Saharan Africa,44.19,3640421,460.3452071
Central African Republic,2005,Sub-Saharan Africa,44.744,4038380,454.5074057
Central African Republic,2010,Sub-Saharan Africa,47.312,4386765,531.7129958
Central African Republic,2015,Sub-Saharan Africa,50.881,4493171,377.4229177
Central African Republic,2020,Sub-Saharan Africa,53.679,4829764,414.3966191
Chad,2000,Sub-Saharan Africa,47.713,8355654,374.9696177
Chad,2005,Sub-Saharan Africa,48.549,10096630,676.1621123
Chad,2010,Sub-Saharan Africa,50.89,11952134,724.0305855
Chad,2015,Sub-Saharan Africa,53.137,14110971,776.0197523
Chad,2020,Sub-Saharan Africa,54.505,16425859,634.7517905
Channel Islands,2000,Europe & Central Asia,79.037,148439,
Channel Islands,2005,Europe & Central Asia,80.298,151674,
Channel Islands,2010,Europe & Central Asia,81.483,159718,
Channel Islands,2015,Europe & Central Asia,82.429,165387,
Channel Islands,2020,Europe & Central Asia,83.24,173859,
Chile,2000,Latin America & Caribbean,76.366,15342350,8685.321794
Chile,2005,Latin America & Caribbean,77.63,16182713,10349.64301
Chile,2010,Latin America & Caribbean,78.779,17062531,11809.14163
Chile,2015,Latin America & Caribbean,79.646,17969356,13574.16924
Chile,2020,Latin America & Caribbean,80.329,19116209,12954.40535
China,2000,East Asia & Pacific,71.397,1262645000,2193.892991
China,2005,East Asia & Pacific,72.985,1303720000,3390.71017
China,2010,East Asia & Pacific,74.409,1337705000,5647.058752
China,2015,East Asia & Pacific,75.928,1379860000,8016.431435
China,2020,East Asia & Pacific,77.097,1410929362,10370.35929
Colombia,2000,Latin America & Caribbean,72.945,39629965,3961.929723
Colombia,2005,Latin America & Caribbean,74.265,42647731,4402.899082
Colombia,2010,Latin America & Caribbean,75.424,45222699,5162.705636
Colombia,2015,Latin America & Caribbean,76.531,47520667,6175.87603
Colombia,2020,Latin America & Caribbean,77.46,50882884,5892.481636
Comoros,2000,Sub-Saharan Africa,59.46,542358,1189.721804
Comoros,2005,Sub-Saharan Africa,60.126,611625,1182.210908
Comoros,2010,Sub-Saharan Africa,61.862,689696,1208.480763
Comoros,2015,Sub-Saharan Africa,63.471,777435,1242.585608
Comoros,2020,Sub-Saharan Africa,64.525,869595,1255.043948
"Congo, Dem. Rep.",2000,Sub-Saharan Africa,50.041,47105830,350.8708332
"Congo, Dem. Rep.",2005,Sub-Saharan Africa,53.675,54785894,363.6675479
"Congo, Dem. Rep.",2010,Sub-Saharan Africa,56.909,64563853,404.1516141
"Congo, Dem. Rep.",2015,Sub-Saharan Africa,59.254,76244532,497.3170391
"Congo, Dem. Rep.",2020,Sub-Saharan Africa,60.971,89561404,505.348339
"Congo, Rep.",2000,Sub-Saharan Africa,52.123,3127420,2061.287272
"Congo, Rep.",2005,Sub-Saharan Africa,55.6,3622775,2171.443137
"Congo, Rep.",2010,Sub-Saharan Africa,60.093,4273738,2421.709029
"Congo, Rep.",2015,Sub-Saharan Africa,63.097,4856093,2447.539308
"Congo, Rep.",2020,Sub-Saharan Africa,64.804,5518092,1608.779266
Costa Rica,2000,Latin America & Caribbean,77.452,3962369,7678.491551
Costa Rica,2005,Latin America & Caribbean,78.117,4285504,8606.333699
Costa Rica,2010,Latin America & Caribbean,78.769,4577371,10236.98032
Costa Rica,2015,Latin America & Caribbean,79.565,4847805,11642.77805
Costa Rica,2020,Latin America & Caribbean,80.465,5094114,12105.92843
Cote d'Ivoire,2000,Sub-Saharan Africa,49.635,16454660,1847.86997
Cote d'Ivoire,2005,Sub-Saharan Africa,50.12,18354513,1565.428488
Cote d'Ivoire,2010,Sub-Saharan Africa,52.964,20532944,1687.216519
Cote d'Ivoire,2015,Sub-Saharan Africa,56.065,23226148,1972.545683
Cote d'Ivoire,2020,Sub-Saharan Africa,58.104,26378275,2313.793388
Croatia,2000,Europe & Central Asia,72.80780488,4468302,8805.500395
Croatia,2005,Europe & Central Asia,75.24463415,4310145,11399.77534
Croatia,2010,Europe & Central Asia,76.47560976,4295427,11748.94483
Croatia,2015,Europe & Central Asia,77.27560976,4203604,11933.37738
Croatia,2020,Europe & Central Asia,77.72439024,4047680,12984.69587
Cuba,2000,Latin America & Caribbean,76.699,11126423,4105.879487
Cuba,2005,Latin America & Caribbean,77.688,11261586,5182.819696
Cuba,2010,Latin America & Caribbean,78.338,11225833,6759.342799
Cuba,2015,Latin America & Caribbean,78.561,11324777,7694.014637
Cuba,2020,Latin America & Caribbean,78.892,11326616,7156.106821
Curacao,2000,Latin America & Caribbean,,133860,22296.88073
Curacao,2005,Latin America & Caribbean,,137658,21870.78009
Curacao,2010,Latin America & Caribbean,,148703,21450.31391
Curacao,2015,Latin America & Caribbean,78.07560976,157980,19951.3279
Curacao,2020,Latin America & Caribbean,,154947,15262.27101
Cyprus,2000,Europe & Central Asia,78.009,943288,22382.39722
Cyprus,2005,Europe & Central Asia,78.63,1027657,25629.58417
Cyprus,2010,Europe & Central Asia,79.43,1112617,26019.76438
Cyprus,2015,Europe & Central Asia,80.35,1160987,23408.33668
Cyprus,2020,Europe & Central Asia,81.135,1207361,26372.65469
Czech Republic,2000,Europe & Central Asia,74.96829268,10255063,12312.49777
Czech Republic,2005,Europe & Central Asia,75.92439024,10211216,14978.41319
Czech Republic,2010,Europe & Central Asia,77.42439024,10474410,16505.9537
Czech Republic,2015,Europe & Central Asia,78.57804878,10546059,17829.69832
Czech Republic,2020,Europe & Central Asia,78.22682927,10697858,18984.6373
Denmark,2000,Europe & Central Asia,76.59268293,5339616,49241.928
Denmark,2005,Europe & Central Asia,77.84390244,5419432,51835.83271
Denmark,2010,Europe & Central Asia,79.1,5547683,51173.46616
Denmark,2015,Europe & Central Asia,80.70243902,5683483,53254.85637
Denmark,2020,Europe & Central Asia,81.55121951,5831404,56202.16585
Djibouti,2000,Middle East & North Africa,57.022,717577,
Djibouti,2005,Middle East & North Africa,57.991,783248,
Djibouti,2010,Middle East & North Africa,60.062,840194,
Djibouti,2015,Middle East & North Africa,64.136,913998,2658.949245
Djibouti,2020,Middle East & North Africa,67.49,988002,3246.746898
Dominica,2000,Latin America & Caribbean,,69650,6149.838587
Dominica,2005,Latin America & Caribbean,,70580,6501.405457
Dominica,2010,Latin America & Caribbean,,70877,7680.48354
Dominica,2015,Latin America & Caribbean,,71175,7597.288894
Dominica,2020,Latin America & Caribbean,,71991,6583.223503
Dominican Republic,2000,Latin America & Caribbean,69.429,8471317,4209.411868
Dominican Republic,2005,Latin America & Caribbean,70.771,9097262,4647.037875
Dominican Republic,2010,Latin America & Caribbean,72.046,9695117,5771.918418
Dominican Republic,2015,Latin America & Caribbean,73.241,10281675,6921.520594
Dominican Republic,2020,Latin America & Caribbean,74.257,10847904,7677.710372
Ecuador,2000,Latin America & Caribbean,72.761,12681123,4209.344979
Ecuador,2005,Latin America & Caribbean,74.112,13825839,4892.691322
Ecuador,2010,Latin America & Caribbean,75.089,15011114,5323.737482
Ecuador,2015,Latin America & Caribbean,76.143,16212022,6124.490887
Ecuador,2020,Latin America & Caribbean,77.216,17643060,5317.677257
"Egypt, Arab Rep.",2000,Middle East & North Africa,68.602,68831561,2610.476498
"Egypt, Arab Rep.",2005,Middle East & North Africa,69.434,75523576,2830.350138
"Egypt, Arab Rep.",2010,Middle East & North Africa,70.349,82761244,3485.282198
"Egypt, Arab Rep.",2015,Middle East & North Africa,71.302,92442549,3562.932658
"Egypt, Arab Rep.",2020,Middle East & North Africa,72.15,102334403,4028.42092
El Salvador,2000,Latin America & Caribbean,68.875,5887930,2992.900789
El Salvador,2005,Latin America & Caribbean,70.124,6052124,3140.032963
El Salvador,2010,Latin America & Caribbean,71.21,6183877,3334.932842
El Salvador,2015,Latin America & Caribbean,72.412,6325121,3705.579704
El Salvador,2020,Latin America & Caribbean,73.533,6486201,3632.453881
Equatorial Guinea,2000,Sub-Saharan Africa,53.279,606180,4454.038179
Equatorial Guinea,2005,Sub-Saharan Africa,54.449,749527,12908.06387
Equatorial Guinea,2010,Sub-Saharan Africa,55.622,943640,13841.39648
Equatorial Guinea,2015,Sub-Saharan Africa,57.359,1168575,11283.39805
Equatorial Guinea,2020,Sub-Saharan Africa,59.057,1402985,6777.835781
Eritrea,2000,Sub-Saharan Africa,55.273,2292413,828.401675
Eritrea,2005,Sub-Saharan Africa,58.707,2826653,762.399223
Eritrea,2010,Sub-Saharan Africa,62.193,3170437,653.8687847
Eritrea,2015,Sub-Saharan Africa,64.664,,
Eritrea,2020,Sub-Saharan Africa,66.679,,
Estonia,2000,Europe & Central Asia,70.41707317,1396985,9960.139039
Estonia,2005,Europe & Central Asia,72.56829268,1354775,14631.38733
Estonia,2010,Europe & Central Asia,75.42926829,1331475,14585.83866
Estonia,2015,Europe & Central Asia,77.5902439,1315407,17402.03761
Estonia,2020,Europe & Central Asia,78.34634146,1329479,19767.0776
Eswatini,2000,Sub-Saharan Africa,47.49,1005432,2471.558841
Eswatini,2005,Sub-Saharan Africa,42.518,1030575,2902.099077
Eswatini,2010,Sub-Saharan Africa,46.601,1064841,3304.439792
Eswatini,2015,Sub-Saharan Africa,55.359,1104038,3680.349473
Eswatini,2020,Sub-Saharan Africa,60.721,1160164,3723.296142
Ethiopia,2000,Sub-Saharan Africa,51.941,66224809,262.0253134
Ethiopia,2005,Sub-Saharan Africa,56.223,76346310,310.4826498
Ethiopia,2010,Sub-Saharan Africa,61.627,87639962,453.2988293
Ethiopia,2015,Sub-Saharan Africa,65.048,100835453,640.5419231
Ethiopia,2020,Sub-Saharan Africa,66.953,114963583,826.950339
Faroe Islands,2000,Europe & Central Asia,78.43658537,46738,
Faroe Islands,2005,Europe & Central Asia,79.2902439,47731,
Faroe Islands,2010,Europe & Central Asia,80.68780488,47803,
Faroe Islands,2015,Europe & Central Asia,81.79268293,48055,52400.29728
Faroe Islands,2020,Europe & Central Asia,83.09268293,48865,
Fiji,2000,East Asia & Pacific,65.687,811011,4106.966352
Fiji,2005,East Asia & Pacific,66.313,821606,4570.285876
Fiji,2010,East Asia & Pacific,66.655,859816,4523.866264
Fiji,2015,East Asia & Pacific,67.103,868632,5390.714207
Fiji,2020,East Asia & Pacific,67.561,896444,4911.083471
Finland,2000,Europe & Central Asia,77.46585366,5176209,37884.39132
Finland,2005,Europe & Central Asia,78.81707317,5246096,42530.61968
Finland,2010,Europe & Central Asia,79.87073171,5363352,43563.5722
Finland,2015,Europe & Central Asia,81.48048781,5479531,42801.90812
Finland,2020,Europe & Central Asia,82.13170732,5529543,44778.86568
France,2000,Europe & Central Asia,79.05609756,60912500,33597.36624
France,2005,Europe & Central Asia,80.16341463,63179356,35213.89309
France,2010,Europe & Central Asia,81.66341463,65027505,35639.80406
France,2015,Europe & Central Asia,82.32195122,66548272,36652.92231
France,2020,Europe & Central Asia,82.17560976,67379908,35785.96701
French Polynesia,2000,East Asia & Pacific,72.303,240681,
French Polynesia,2005,East Asia & Pacific,74.116,258780,
French Polynesia,2010,East Asia & Pacific,75.611,266449,
French Polynesia,2015,East Asia & Pacific,76.787,273119,
French Polynesia,2020,East Asia & Pacific,77.836,280904,
Gabon,2000,Sub-Saharan Africa,58.264,1228359,7888.062091
Gabon,2005,Sub-Saharan Africa,58.181,1390550,7504.259959
Gabon,2010,Sub-Saharan Africa,61.4,1624146,6863.538764
Gabon,2015,Sub-Saharan Africa,64.913,1947690,7384.700704
Gabon,2020,Sub-Saharan Africa,66.69,2225728,6818.496837
"Gambia, The",2000,Sub-Saharan Africa,55.956,1317708,728.7095958
"Gambia, The",2005,Sub-Saharan Africa,57.939,1543745,711.2819446
"Gambia, The",2010,Sub-Saharan Africa,59.637,1793199,753.1767906
"Gambia, The",2015,Sub-Saharan Africa,60.91,2085860,660.7235712
"Gambia, The",2020,Sub-Saharan Africa,62.383,2416664,692.207538
Georgia,2000,Europe & Central Asia,69.902,4077131,1566.560257
Georgia,2005,Europe & Central Asia,70.538,3902469,2329.570854
Georgia,2010,Europe & Central Asia,71.46,3786695,3100.723427
Georgia,2015,Europe & Central Asia,72.973,3725276,4014.185944
Georgia,2020,Europe & Central Asia,73.919,3722716,4447.664251
Germany,2000,Europe & Central Asia,77.92682927,82211508,34490.07577
Germany,2005,Europe & Central Asia,78.93170732,82469422,35310.47047
Germany,2010,Europe & Central Asia,79.98780488,81776930,37760.91363
Germany,2015,Europe & Central Asia,80.64146342,81686611,41103.25644
Germany,2020,Europe & Central Asia,80.94146342,83160871,41315.31357
Ghana,2000,Sub-Saharan Africa,57.002,19278850,1040.634099
Ghana,2005,Sub-Saharan Africa,58.719,21814648,1175.86166
Ghana,2010,Sub-Saharan Africa,61.03,24779614,1419.120302
Ghana,2015,Sub-Saharan Africa,62.772,27849203,1774.074771
Ghana,2020,Sub-Saharan Africa,64.347,31072945,2018.624067
Gibraltar,2000,Europe & Central Asia,,31081,
Gibraltar,2005,Europe & Central Asia,,33222,
Gibraltar,2010,Europe & Central Asia,,33585,
Gibraltar,2015,Europe & Central Asia,,33742,
Gibraltar,2020,Europe & Central Asia,,33691,
Greece,2000,Europe & Central Asia,77.88780488,10805808,18642.88288
Greece,2005,Europe & Central Asia,79.23902439,10987314,22185.61681
Greece,2010,Europe & Central Asia,80.38780488,11121341,21560.35335
Greece,2015,Europe & Central Asia,81.03658537,10820883,18083.87791
Greece,2020,Europe & Central Asia,81.08780488,10700556,17323.82277
Greenland,2000,Europe & Central Asia,66.22243902,56200,31614.65173
Greenland,2005,Europe & Central Asia,68.42731707,56935,36681.84375
Greenland,2010,Europe & Central Asia,70.29195122,56905,43198.07731
Greenland,2015,Europe & Central Asia,71.97731707,56114,44536.40131
Greenland,2020,Europe & Central Asia,71.40463415,56367,
Grenada,2000,Latin America & Caribbean,72.648,102837,6976.716777
Grenada,2005,Latin America & Caribbean,73.123,104658,8558.828719
Grenada,2010,Latin America & Caribbean,72.867,106227,8057.686508
Grenada,2015,Latin America & Caribbean,72.445,109603,9096.538652
Grenada,2020,Latin America & Caribbean,72.426,112519,8703.932476
Guam,2000,East Asia & Pacific,75.011,155323,
Guam,2005,East Asia & Pacific,76.687,158406,33743.74141
Guam,2010,East Asia & Pacific,77.941,159439,34094.34882
Guam,2015,East Asia & Pacific,79.144,161851,35829.25036
Guam,2020,East Asia & Pacific,80.277,168783,31162.67596
Guatemala,2000,Latin America & Caribbean,67.849,11589761,3195.39434
Guatemala,2005,Latin America & Caribbean,69.762,12948292,3320.164071
Guatemala,2010,Latin America & Caribbean,71.481,14259687,3606.430549
Guatemala,2015,Latin America & Caribbean,73.25,15567419,3994.636913
Guatemala,2020,Latin America & Caribbean,74.529,16858333,4126.205512
Guinea,2000,Sub-Saharan Africa,51.203,8240735,628.1550971
Guinea,2005,Sub-Saharan Africa,53.238,9109585,661.1025032
Guinea,2010,Sub-Saharan Africa,56.861,10192168,689.2566887
Guinea,2015,Sub-Saharan Africa,59.598,11432096,769.2554754
Guinea,2020,Sub-Saharan Africa,61.962,13132792,984.008345
Guinea-Bissau,2000,Sub-Saharan Africa,50.368,1201305,577.4856649
Guinea-Bissau,2005,Sub-Saharan Africa,52.275,1344931,562.3848559
Guinea-Bissau,2010,Sub-Saharan Africa,54.628,1522603,585.691609
Guinea-Bissau,2015,Sub-Saharan Africa,56.959,1737207,603.3993815
Guinea-Bissau,2020,Sub-Saharan Africa,58.634,1967998,619.2891578
Guyana,2000,Latin America & Caribbean,65.242,746718,3850.817783
Guyana,2005,Latin America & Caribbean,66.694,746156,3944.444745
Guyana,2010,Latin America & Caribbean,68.059,749430,4847.43148
Guyana,2015,Latin America & Caribbean,69.262,767433,5576.825852
Guyana,2020,Latin America & Caribbean,70.023,786559,9250.301674
Haiti,2000,Latin America & Caribbean,57.131,8463802,1315.943896
Haiti,2005,Latin America & Caribbean,58.652,9195289,1283.897146
Haiti,2010,Latin America & Caribbean,60.511,9949318,1296.805666
